"laoguoyin:yapin","chars","freq_chars"
"xiau2","倄姣崤殽洨淆爻猇筊絞肴𦺔䬘餚","肴"
"xiau3","㩭曉嘵","曉嘵"
"xiau4","嗃傚効嬈孝恔效斆校澩㵿","效効傚校孝"
"xiê5","俠挾猲劦勰協叶嗋奊㛍娎恊愶拹𢴲擷歇𣣲歙𣧵𤢺絜綊纈脅脇蠍裌襭覈𨁂頡蝎","歇蝎蠍俠挾叶協脅"
"xiên1","嘕忺掀杴㾾祆羴馦鶱軒","軒掀"
"xiên2","咸憪嫌嫺㡉弦𢛆嗛慊椷痃癎瞯絃胘舷𦱁蚿蛝誸諴賢銜閑閒𩦂鷴鹹麙啣","咸鹹嫌賢弦舷絃啣銜閑閒"
"xiên3","獫幰攇灦玁諗䥪險韅顯","險顯"
"xiên4","憲俔僴峴𢵧㺌槏涀獻現㽉睍縣見誢豏𧾨輤鋧錎䦘限陷𩎌餡骭晛莧献","現見莧限縣憲餡豏陷献獻"
"xieu1","休咻庥烋貅飍髤髹鵂","休"
"xieu4","嗅嘼溴臭螑齅","臭嗅"
"xin1","忻廞昕欣歆炘訢","欣"
"xin4","焮衅釁","釁"
"xing1","興馨","馨興"
"xing2","行侀刑娙型𡷨形硎蛵邢邢鉶鈃鋞陘䪫","行形刑型"
"xing4","㓑倖悻幸杏涬䁄荇行興","行杏幸倖興"
"xio5","學确觳鷽嶨澩礐觷","學"
"xio5","𧮞","學"
"xiong1","兄凶兇匈洶恟胷胸訩𧵣","兄凶兇匈胸"
"xü1","姁吁冔喣噓墟𢖳旴欨歔盱芋嘔蓲虚謳驉魖虛","虛吁噓"
"xü3","咻栩珝許詡鄦","許"
"xü5","侐洫殈㗵慉勖搐旭欻㷦獝畜盢瞲稸朐䙒䛙頊㤜蓄","畜蓄旭"
"xüan1","懁獧咺儇喧嬛暄晅楥獯翾萱蘐譞","喧萱"
"xüan2","懸暖澴玄鋗","玄懸"
"xüan4","楦琄炫玹眩矎絢贙衒袨讂贙鉉泫","眩"
"xüê5","穴吷泬烕狘瞲䆷䎀血鞾䬂","血穴"
"xüen1","壎勳曛焄煇熏燻纁臐薰醺勛","薰勳勛"
"z1","吱咨姿孳孜嵫緇淄菑椔輜錙𨝳滋澬玆甾䆅粢茲䖪蟕𧕓諮貲資鄑鎡頿髭鯔鰦鶅齍𪗋","滋茲資"
"z3","㧗仔𠂔姊呰啙子杍梓滓秭籽紫胏茈虸鋅飺𩨱𩶆","子紫姊"
"z4","倳剚字恣扻㧘㰣漬牸𤿙積𦎸胾自𧙁𧧕","字自"
"za5","匝𠯗唼帀噆㦫𡾃𢹼砸磼紮襍鉔雜雥䨿紥","紥雜砸"
"zai1","哉渽災灾烖栽","災栽哉"
"zai3","宰崽䏁囝載","宰囝載"
"zai4","在載再","在再載"
"zan1","簪撍鐕","簪"
"zan4","㔆囋㜺暫篸讃賛蹔𩟪瓚贊讚","暫贊讚"
"zang1","戕牂臧贓髒","臧贓髒"
"zang4","藏奘奘臟葬","藏臟葬"
"zau1","慒㷮糟遭蹧","糟遭"
"zau3","早棗澡璅璪繅藻蚤𧎮𨎮䲃","早棗澡蚤"
"zau4","造唣皁皂竈趮躁灶","造皁皂躁竈灶"
"ze5","則側崱稄仄庂昃㳁嘖幘窄蠌襗鸅則咋唶柞笮簀萴蚱蠈責賊鰂鱡謮𧐐鰿諎皟岝","則側責嘖賊窄仄昃"
"zeng1","增憎噌曾潧橧矰磳罾䎖鄫騬","曾增憎"
"zeng4","掙甑䙢贈䰝𪒟","贈"
"zeu4","奏族楱㔌","奏"
"zh1","之祗卮搘支㩼枝栀榰氏知硃秖肢胝脂芝蜘衼衹跂鳷鼅","知枝支肢之芝脂蜘"
"zh3","畤只氐厎傂咫址坻夂帋徵扺抵指旨枳栺止沚㨖𣲵洔滍疻砋砥紙䋾芷訨趾軹阯䳅𪑜黹","止趾址旨指紙只徵"
"zh4","埴猘仕𠊷制埃寘峙幟庤彘志忮懥懫摯智杝歭治廌䚦值識淛滯熾狾璏𤴡痔痓痣㿃稚稺穉糦緻置至致製䚳誌贄跱蹛輊遲𨛅鋕䦯阤雉饎駤騺䱥䲀鷙","治智制製志痣痔誌滯稚稺至致熾置寘"
"zh5","炙植慹侄姪晣劕厔執墌帙庢挃摭擲擿晊柣桎楖樴櫍殖湜汁漐瀄犆瓆瓡直秩𥣮窒紩縶翐職䐈膱臷蘵蟄螲蟙袠譶跖蹠躑鉄銍鑕陟隻馽騭𪐏值質織","直值植殖姪執汁質擲職織蟄秩隻炙"
"zha1","抯𠭯㪥查柤樝渣𣻐㶆㸙皻𥞒𥡧𥹁𦘴蔖諸齇䶥溠","渣"
"zha4","乍奓榨咤炸砟䄍䆛蜡詐醡蔗","乍炸詐榨蔗"
"zha5","𠗨哳㞚扎擖札栅柵㴙𤁳煠牐眨劄蚻鍘䥷閘鰈炸","炸扎札閘"
"zhai1","嚌齋","齋"
"zhai4","媞寨祭債","債寨"
"zhan1","占沾覘噡旃旜栴氈瞻笘詀詹讝𧾍霑饘驙鸇毡","占沾毡氈瞻"
"zhan3","展斬琖皽盞𦗢蹍輾醆颭𪉜","展斬盞"
"zhan4","佔偡戰湛站綻蘸𧸖轏顫𩥇棧占","占站佔戰棧顫綻"
"zhang1","張傽嫜彰𢕔慞樟漳璋章粻鄣餦麞","張章樟璋彰"
"zhang3","仉掌長","掌長"
"zhang4","丈杖仗嶂帳瘴障脹漲䛫賬瘬","丈仗杖賬漲脹帳障瘬"
"zhau1","招昭朝𥲀罺𦗔釗鉊抓","招昭抓朝"
"zhau3","叉找沼炤爪瑵抓","找爪抓"
"zhau4","兆召垗肁㨄旐棹櫂洮照狣瞾箌𦋇䍮肇肈詔趙鮡","召詔照兆趙肇"
"zhê1","遮諸","遮"
"zhê3","堵者褚赭","者"
"zhê4","這柘蔗䗪鷓","這蔗"
"zhe5","宅擇澤磔翟摘謫讁賾馲齚䶦矺礋籷折浙哲摺窄炙蟄","宅窄擇澤炙蟄摘折浙哲摺"
"zhen1","侲桭唇㘰斟揕𣓀椹楨填榛溱滇瀙珍瑊㻸眞砧碪㱽禛箴籈臻葴蓁薽轃針鍼鎭鱣鱵𪈁甄真","斟臻榛珍真針"
"zhen3","屒戡抌畛枕抮槇疹眈眕紾𧤛軫䫬駗鬒朕診","朕枕疹診"
"zhen4","帪振挋瑱瘎䀕眹䅾紖譖酖陣震鴆䳲椹診賑鎮朕","振椹診賑鎮震陣朕"
"zheng1","丁佂崢猙幀征徵怔湞爭玎癥眐睜禎䆸竲䇰箏䋊綪䋫𦙫𦱊烝蒸貞鉦鬇䱢鴊偵媜錚正","正征爭箏睜貞偵徵蒸"
"zheng3","拯整盯㬹𨋬","整拯"
"zheng4","正倀徎政症䈣証諍證鄭","正症政倀証證鄭"
"zheu1","侜媰周椆㖄𪠾喌婤州掫棸洲盩舟䑼菆調謅譸賙輈輖週郰鄒棷鄹𩋰騶𩶣黀齱啁","州洲周週鄒舟"
"zheu3","帚扭箒肘䖞𧳜鯞","肘帚"
"zheu4","咮伷疛㑳僽胄咒宙怞晝甃皺籀紂縐𦅸胄𧛸酎","宙胄晝縐皺咒"
"zho5","著焯妁勺斫灼箸酌着","著着酌勺斫"
"zhong1","中妐彸忠忪橦盅童幒䈺籦終蔠螽𧑆鍾鐘𩅉鼨衷","中忠盅衷終鐘鍾"
"zhong3","種冢喠腫塚","種腫"
"zhong4","重尰瘇縱仲㓽𢝆𣀒茽𩿀眾衆種中","重仲眾衆種中"
"zhu1","侏咮朱株櫫櫧瀦猪珠䃴藷蛛蠩袾誅諸豬跦邾鴸鼄","朱珠株誅蛛諸猪豬"
"zhu3","丶主宁拄枓泞渚煮眝竚羜䘢貯䰞麈𪐴","主煮"
"zhu4","著佇柱炷住助杼注箸紵翥苧蛀註䛆䝒跓軴鉒鑄䪒馵駐麆誅","住注註柱蛀駐著箸助鑄誅"
"zhu5","祝劚𠭴囑妯屬𡻬斸术柚柷欘灟燭爥瘃矚竹竺筑築粥舳茿䕽蚰䙱躅軸逐蓫鱁齱属","竹竺逐燭粥祝筑築軸屬属囑"
"zhua1","撾檛髽抓","抓"
"zhua3","𠆣爪","爪"
"zhuai4","聉跩拽","拽"
"zhuan1","塼剸專甎磚篿蟤輲顓","專甎磚"
"zhuan3","轉孨竱","轉"
"zhuan4","囀瑑堟𢮨摶沌篆䉵縳腨𦠆撰襈譔賺僎歂轉傳","轉傳賺撰篆"
"zhuang1","妝庄樁粧莊裝椿","裝莊妝粧椿"
"zhuang4","壯狀戇撞","撞壯狀"
"zhuêi1","椎萑追錐隹䨨騅魋鵻","追錐"
"zhuêi4","墜槌惴硾縋膇贅錣𨪗甀","贅墜"
"zhuen1","屯肫淳諄","屯諄"
"zhuen3","准埻隼準","准準"
"zhuo5","倬卓啅啄涿彴㤕惙輟拙捉斮㧻擢斲桌梲棹椓棳槕櫂櫡汋泏準畷濁濯灂炤犳琢禚穛穱篧絀繳菿蝃諑𧨳踔輟逫醊鋜鐲鷟鸐錣","捉卓桌棹濁鐲濯琢拙"
"zi1","櫅虀躋齏劑","劑"
"zi3","泲擠","擠"
"zi4","嚌濟漈祭穄穧際隮霽鱭齊齌劑薺","際祭劑霽薺濟"
"zi5","庴𡧯嫉堲績戢霵蕺𥊬𡅺𧤏勣唧卽㗱㘉塉寂㠍揖摡槉㮨檝䯂㲺湒濈㹄猎畟疾瘠稷籍耤脊膌藉襀𨁯蹐蹟輯迹集鰿鶺積即跡緝","績積即卽集寂跡迹疾脊瘠緝輯稷嫉籍唧"
"ziang1","漿螿將","將漿"
"ziang3","奬槳獎䉃蔣將","蔣將獎槳"
"ziang4","將匠醬","將醬匠"
"ziau1","嶕噍椒焦僬礁膲蕉蟭鐎鷦𪚰","蕉礁焦椒"
"ziau3","剿湫勦","勦"
"ziê4","借唶藉褯","借藉"
"ziê5","接捷倢卩啑婕岊㠎嶻截𢧵㫸椄楫楶櫛浹𣶏疌癤睫𥓐䈉節菨莭蠽誱踕躤","節接捷睫截楫"
"ziên1","煎熸尖戔椾𣚙𣝕殲湛瀸牋箋纖鑯𨶲韉濺漸","尖煎箋濺漸"
"ziên3","帴戩劗揃翦譾剪餞踐","剪餞踐"
"ziên4","俴潛𡄑㣤榗濺洊牮𥕌漸箭臶荐葥薦栫螹袸賤踐鏩䭕魙僭餞","箭漸薦僭賤濺餞踐"
"zieu1","啾噍揫湫遒𩏷揪","啾揪揫"
"zieu4","僦就","就"
"zin1","兓寖津璡𩀿𩤿","津"
"zin3","儘𡩻㯸𣽧㿊䤐","儘"
"zin4","晉濜賮嚍搢燼瑨璶縉藎贐進浸盡","盡燼晉浸進"
"zing1","睛青旌晶氏箐聙靑𪂴鼱精蜻","精蜻睛晶旌"
"zing3","井𨙷阱","井阱"
"zing4","汫淨竫靖靜净凈","净凈淨靜靖"
"zio5","嚼㬭爝爵穱","爵嚼"
"zo4","佐做","做佐"
"zo5","作岝拶怍柞笮筰莋酢","作"
"zong1","倧𡒇宗㚇嵏𢣌慒椶猣稯緫艐葼蝬豵蹤鍐騣鬃鬉踪縱","宗椶蹤踪縱"
"zong3","總偬熜摠䁓𥡥蓯䙕傯","總"
"zong4","綜從瘲粽糉䝋糭縱","粽糉糭縱從"
"zu1","菹柤租","租"
"zu3","祖俎齟跙組蔖阻靻跙","祖阻組"
"zü4","聚冣埾耝足","聚"
"zu5","卒倅傶哫捽族椊足踤鏃胙","足卒族"
"zuan1","鑚攢鑽巑𣀹穳菆攅","攅鑽鑚"
"zuan3","纂纘籫鄼躦","躦纂"
"züê5","絶絕","絕"
"zuêi3","嘴嶊嶉㭰觜","嘴"
"zuêi4","晬最琗綷罪蕞辠醉檇","最罪醉"
"zuen1","蹲僎嶟尊樽繜罇遵","尊遵樽"
"züen1","竣踆逡","竣"
"züen4","俊浚儁㑺焌峻晙梭濬畯睃葰餕駿鵔𪕞雋","俊峻"
"zuo5","鑿㘀岝昨柮㸲砟𥽦䋏繓䎰","昨鑿"
